,sgRNA
1670,[]
1671,[]
1672,[]
1673,['UNC119B']
1674,['PHOSPHO2']
1675,['TMEM154']
1676,[]
1677,[]
1678,[]
1679,[]
1680,[]
1681,[]
1682,['TIMM44']
1683,['RAD17']
1684,['ENSCSAG00000001932.1']
1685,['DDR2']
1686,['ZNF268']
1687,['KCNJ15']
1688,[]
1689,[]
1690,['PARP10']
1691,[]
1692,['PIK3R3']
1693,[]
1694,[]
1695,[]
1696,[]
1697,['GRID2']
1698,['DDRGK1']
1699,['DCUN1D5']
1700,[]
1701,[]
1702,[]
1703,[]
1704,[]
1705,[]
1706,['SHOC1']
1707,[]
1708,['TAF1B']
1709,['A2M']
1710,['BOD1L1']
1711,[]
1712,['ALKAL2']
1713,['AP1AR']
1714,[]
1715,[]
1716,['RUBCNL']
1717,['TBX5']
1718,['OTOL1']
1719,[]
1720,['CSRP2']
1721,[]
1722,[]
1723,['TFRC']
1724,[]
1725,[]
1726,['ARMH1']
1727,['POLR2B']
1728,['VWA8']
1729,[]
1730,['FABP12']
1731,['ENSCSAG00000005026.1']
1732,[]
1733,[]
1734,[]
1735,['ENSCSAG00000016338.1']
1736,[]
1737,['GET4']
1738,[]
1739,[]
1740,['FIGNL1']
1741,['NEK4']
1742,['NCAM2']
1743,['GPR87']
1744,['VAMP7']
1745,[]
1746,[]
1747,['ENSCSAG00000000040.1']
1748,['ENSCSAG00000018092.1']
1749,[]
1750,['RNASE10']
1751,['ERLIN2']
1752,['CENPU']
1753,['SCAF8']
1754,['PAQR7']
1755,[]
1756,[]
1757,['CREB3']
1758,[]
1759,[]
1760,['TANGO2']
1761,['SNX27']
1762,['FEZ1']
1763,[]
1764,['PRKAG3']
1765,[]
1766,['GAL3ST2']
1767,['ECI1']
1768,['GJB4']
1769,[]
1770,['PODN']
1771,['CX3CR1']
1772,[]
1773,[]
1774,['ENSCSAG00000007389.1']
1775,[]
1776,[]
1777,['PODN']
1778,['C1QB']
1779,[]
1780,['SCLT1']
1781,['PCSK6']
1782,['SSX2IP']
1783,['BATF3']
1784,['ZC3H14']
1785,['RNF10']
1786,[]
1787,[]
1788,[]
1789,[]
1790,['KBTBD13']
1791,['SAMD13']
1792,[]
1793,[]
1794,[]
1795,[]
1796,[]
1797,['ARHGAP11A']
1798,['ENSCSAG00000015174.1']
1799,[]
1800,['CASC3']
1801,"['HDHD2', 'ENSCSAG00000013916.1']"
1802,['NR1H4']
1803,[]
1804,[]
1805,[]
1806,[]
1807,['C14orf39']
1808,['ERMN']
1809,['CAPSL']
1810,['CHMP2B']
1811,['RAD52']
1812,[]
1813,[]
1814,[]
1815,['MYH3']
1816,['GLRX2']
1817,['SGO2']
1818,['TENT5D']
1819,['TBC1D2']
1820,[]
1821,['SLC35F6']
1822,[]
1823,[]
1824,[]
1825,['C7orf25']
1826,[]
1827,[]
1828,[]
1829,[]
1830,[]
1831,[]
1832,[]
1833,[]
1834,[]
1835,[]
1836,[]
1837,[]
1838,['SH3RF2']
1839,[]
1840,[]
1841,['NCOA2']
1842,['CABCOCO1']
1843,[]
1844,['PARP2']
1845,[]
1846,[]
1847,['ENSCSAG00000001624.1']
1848,[]
1849,[]
1850,['PACS1']
1851,[]
1852,['SH3GL2']
1853,[]
1854,['DXO']
1855,[]
1856,[]
1857,['ESRP1']
1858,[]
1859,[]
1860,[]
1861,['BEST1']
1862,[]
1863,['MTMR14']
1864,[]
1865,[]
1866,[]
1867,[]
1868,['NPFFR2']
1869,['SUOX']
1870,[]
1871,[]
1872,[]
1873,[]
1874,[]
1875,[]
1876,['SH3GL1']
1877,['ZNF217']
1878,['PODXL']
1879,['TSN']
1880,[]
1881,[]
1882,[]
1883,['DRAM2']
1884,[]
1885,['HSPA14']
1886,[]
1887,['SPINK1']
1888,['SH3GL3']
1889,['CDCA8']
1890,[]
1891,[]
1892,[]
1893,['CDK5RAP2']
1894,['ENSCSAG00000013089.1']
1895,[]
1896,[]
1897,['PCYT1B']
1898,[]
1899,['NARS1']
1900,['COQ6']
1901,[]
1902,[]
1903,['SATB2']
1904,[]
1905,[]
1906,[]
1907,[]
1908,[]
1909,[]
1910,['RHEX']
1911,[]
1912,[]
1913,['TIGD6']
1914,['DRG1']
1915,[]
1916,[]
1917,[]
1918,[]
1919,[]
1920,[]
1921,['HEBP2']
1922,['PLEKHG1']
1923,['ZNF845']
1924,[]
1925,['GPR75']
1926,['PCGF3']
1927,['LZTFL1']
1928,[]
1929,[]
1930,[]
1931,[]
1932,[]
1933,[]
1934,[]
1935,['ENSCSAG00000006604.1']
1936,[]
1937,[]
1938,[]
1939,[]
1940,[]
1941,[]
1942,['MEPCE']
1943,[]
1944,[]
1945,[]
1946,['GNG7']
1947,['ARHGAP45']
1948,['EPB41L1']
1949,['DSG3']
1950,['CCDC121']
1951,[]
1952,[]
1953,[]
1954,['ENSCSAG00000009834.1']
1955,['MED4']
1956,['NFU1']
1957,[]
1958,['TMEM138']
1959,[]
1960,[]
1961,[]
1962,[]
1963,[]
1964,[]
1965,['MKLN1']
1966,[]
1967,[]
1968,['ACBD3']
1969,[]
1970,['MDFI']
1971,[]
1972,[]
1973,['NANS']
1974,['TMEM79']
1975,[]
1976,[]
1977,[]
1978,[]
1979,['SYBU']
1980,[]
1981,['ATP8A1']
1982,[]
1983,[]
1984,[]
1985,[]
1986,[]
1987,[]
1988,[]
1989,[]
1990,['DZIP1']
1991,[]
1992,['NIPAL3']
1993,['GGA3']
1994,[]
1995,['TTF1']
1996,['PKNOX1']
1997,['CCDC150']
1998,[]
1999,[]
2000,[]
2001,[]
2002,['ZNF41']
2003,[]
2004,['MYO1G']
2005,[]
2006,['USP10']
2007,['TAS2R41']
2008,['LSG1']
2009,[]
2010,[]
2011,['PTH1R']
2012,[]
2013,[]
2014,[]
2015,[]
2016,['PON2']
2017,[]
2018,[]
2019,[]
2020,[]
2021,['SSX1']
2022,[]
2023,['MCMDC2']
2024,['ENSCSAG00000001417.1']
2025,[]
2026,['FOXC1']
2027,['TBP']
2028,[]
2029,['RASGRF1']
2030,"['RAN', 'ENSCSAG00000007882.1']"
2031,[]
2032,[]
2033,[]
2034,[]
2035,['LRRC18']
2036,[]
2037,['EN1']
2038,[]
2039,['HSPA5']
2040,['VAC14']
2041,[]
2042,[]
2043,[]
2044,[]
2045,['LHX3']
2046,['SYT2']
2047,['METTL9']
2048,['EYA3']
2049,['SERPINA6']
2050,['POLH']
2051,['PSMB8']
2052,['AHCY']
2053,['MEGF10']
2054,[]
2055,['NDUFA4']
2056,['BCLAF3']
2057,['ENSCSAG00000006943.1']
2058,['ELK4']
2059,[]
2060,[]
2061,['RIC8B']
2062,[]
2063,[]
2064,['TMF1']
2065,['SEMA3D']
2066,['ENSCSAG00000017478.1']
2067,['LAPTM4A']
2068,['ENSCSAG00000019639.1']
2069,[]
2070,[]
2071,[]
2072,['IL1F10']
2073,['NDRG2']
2074,[]
2075,[]
2076,['CERS1']
2077,[]
2078,['RANBP3L']
2079,['LY6G6C']
2080,['TYMS']
2081,['ADAMTS19']
2082,[]
2083,[]
2084,['ENSCSAG00000004706.1']
2085,['ZNF174']
2086,"['ENSCSAG00000018279.1', 'ENSCSAG00000018566.1']"
2087,[]
2088,[]
2089,[]
2090,[]
2091,[]
2092,[]
2093,['NEUROD6']
2094,[]
2095,[]
2096,[]
2097,[]
2098,[]
2099,['ERCC6L']
2100,['C1orf87']
2101,[]
2102,['LRRC74A']
2103,[]
2104,['BCL9']
2105,[]
2106,[]
2107,['C3']
2108,[]
2109,[]
2110,[]
2111,['ENSCSAG00000019636.1']
2112,[]
2113,[]
2114,[]
2115,[]
2116,['DRAP1']
2117,['ENSCSAG00000012821.1']
2118,[]
2119,[]
2120,['TTC39A']
2121,[]
2122,[]
2123,['FAM110B']
2124,['GCAT']
2125,[]
2126,['ENPP4']
2127,[]
2128,[]
2129,['SDC1']
2130,['SMG5']
2131,['C5orf34']
2132,[]
2133,['NUDT3']
2134,[]
2135,[]
2136,['KCNJ5']
2137,['ENSCSAG00000007876.1']
2138,['CAPN7']
2139,['BCL7C']
2140,[]
2141,['TMEM120A']
2142,['ENSCSAG00000006078.1']
2143,['QKI']
2144,['LRRC23']
2145,[]
2146,[]
2147,[]
2148,[]
2149,[]
2150,[]
2151,[]
2152,['DNAAF6']
2153,[]
2154,['PGAM2']
2155,[]
2156,[]
2157,['ADCY1']
2158,['PDLIM1']
2159,['FGF17']
2160,[]
2161,['HSD17B6']
2162,['SMCP']
2163,[]
2164,['LYST']
2165,['UBALD1']
2166,[]
2167,[]
2168,['NXPE2']
2169,[]
2170,[]
2171,['SPAM1']
2172,['SLC25A23']
2173,['PTPN22']
2174,[]
2175,[]
2176,[]
2177,[]
2178,['CNIH1']
2179,['FCRL5']
2180,['IDH3A']
2181,[]
2182,[]
2183,[]
2184,[]
2185,['CHN1']
2186,['CHRM4']
2187,[]
2188,[]
2189,['HAVCR1']
2190,[]
2191,[]
2192,[]
2193,['PPFIA1']
2194,[]
2195,[]
2196,[]
2197,['TRPV3']
2198,[]
2199,['ATP12A']
2200,['FCRL4']
2201,['MMP8']
2202,[]
2203,['C10orf120']
2204,['RHOBTB1']
2205,['IL12B']
2206,['NLRP7']
2207,['ARL8B']
2208,['ZNF695']
2209,[]
2210,[]
2211,['DDX10']
2212,[]
2213,['RNF32']
2214,[]
2215,[]
2216,[]
2217,['MOSMO']
2218,['EHMT1']
2219,['POU3F4']
2220,[]
2221,['MPZL3']
2222,['TMOD4']
2223,['LGALS1']
2224,[]
2225,['PDZK1']
2226,[]
2227,[]
2228,[]
2229,[]
2230,['PRKCD']
2231,['ENSCSAG00000008478.1']
2232,[]
2233,[]
2234,['FAM155A']
2235,[]
2236,['MIB1']
2237,[]
2238,[]
2239,[]
2240,"['ENSCSAG00000002626.1', 'ENSCSAG00000008658.1']"
2241,[]
2242,['ENSCSAG00000019072.1']
2243,['UBOX5']
2244,['ALKBH3']
2245,[]
2246,[]
2247,['HELT']
2248,[]
2249,[]
2250,['FNDC8']
2251,['EFNA1']
2252,[]
2253,[]
2254,[]
2255,[]
2256,[]
2257,[]
2258,[]
2259,[]
2260,[]
2261,['FAM155A']
2262,['LARP1']
2263,['LRIG3']
2264,[]
2265,[]
2266,[]
2267,[]
2268,"['TUBB2A', 'TUBB2B']"
2269,[]
2270,[]
2271,['MPZ']
2272,['VPS26A']
2273,['PEBP4']
2274,['MSTN']
2275,['RNF14']
2276,['CDH3']
2277,[]
2278,['MRM2']
2279,['JPT2']
2280,[]
2281,['PIK3IP1']
2282,[]
2283,['EMP2']
2284,[]
2285,[]
2286,['ENSCSAG00000013473.1']
2287,['IL9']
2288,[]
2289,[]
2290,['RTN4RL2']
2291,['SLC35C1']
2292,['ABL2']
2293,[]
2294,['REV3L']
2295,['NIBAN2']
2296,['CBX6']
2297,['ZNF215']
2298,[]
2299,['JUND']
2300,[]
2301,[]
2302,['ESCO2']
2303,"['ENSCSAG00000004027.1', 'ENSCSAG00000004033.1']"
2304,[]
2305,['CDK16']
2306,[]
2307,['APOBEC3C']
2308,['KLF3']
2309,[]
2310,[]
2311,[]
2312,['PSMB3']
2313,['TRIM39']
2314,['GALR2']
2315,['FAM122B']
2316,[]
2317,[]
2318,[]
2319,['FBXO27']
2320,[]
2321,[]
2322,[]
2323,[]
2324,['FBXO2']
2325,[]
2326,['FAM155B']
2327,[]
2328,[]
2329,[]
2330,[]
2331,[]
2332,[]
2333,['CYP1D1']
2334,['PCSK7']
2335,['BHLHE41']
2336,['MRPS30']
2337,['ENSCSAG00000018739.1']
2338,[]
2339,[]
2340,['CHRD']
2341,[]
2342,[]
2343,[]
2344,[]
2345,[]
2346,[]
2347,['FIGNL1']
2348,['PPP2CA']
2349,[]
2350,['ENSCSAG00000009743.1']
2351,['COX18']
2352,[]
2353,[]
2354,[]
2355,[]
2356,['PPT1']
2357,[]
2358,[]
2359,['IL18BP']
2360,[]
2361,[]
2362,[]
2363,[]
2364,[]
2365,[]
2366,['GPAT3']
2367,['CLIC4']
2368,[]
2369,['DNMT1']
2370,[]
2371,[]
2372,['ACTR1B']
2373,['ENSCSAG00000018284.1']
2374,['VIL1']
2375,['DCDC2C']
2376,[]
2377,[]
2378,[]
2379,['ISCA2']
2380,[]
2381,['SCN3B']
2382,[]
2383,[]
2384,['ENSCSAG00000012198.1']
2385,['IL3']
2386,['PCP4L1']
2387,[]
2388,[]
2389,['QRSL1']
2390,['CD180']
2391,['ENSCSAG00000004698.1']
2392,['ENSCSAG00000018289.1']
2393,['SLC10A3']
2394,['ORC5']
2395,[]
2396,['RIOK2']
2397,[]
2398,['KLF4']
2399,[]
2400,['D2HGDH']
2401,[]
2402,"['ENSCSAG00000000107.1', 'ENSCSAG00000011289.1', 'ENSCSAG00000019015.1']"
2403,['ENSCSAG00000012472.1']
2404,['ENSCSAG00000011693.1']
2405,['ZBTB1']
2406,[]
2407,[]
2408,['KCNJ2']
2409,[]
2410,[]
2411,[]
2412,['DDIT4L']
2413,[]
2414,[]
2415,[]
2416,[]
2417,[]
2418,[]
2419,['ENSCSAG00000004126.1']
2420,['THAP6']
2421,['ENSCSAG00000017794.1']
2422,['DLX6']
2423,['ELOVL3']
2424,[]
2425,[]
2426,[]
2427,['ENSCSAG00000001089.1']
2428,['KBTBD11']
2429,['ERBB2']
2430,['KTN1']
2431,['NADSYN1']
2432,['PSMA4']
2433,['SGSM3']
2434,['ENSCSAG00000009387.1']
2435,[]
2436,[]
2437,['MARVELD3']
2438,['ENSCSAG00000009398.1']
2439,[]
2440,['MAML3']
2441,['RIF1']
2442,[]
2443,[]
2444,['ZADH2']
2445,['GNG11']
2446,[]
2447,[]
2448,[]
2449,['ENSCSAG00000012112.1']
2450,['BET1']
2451,['KRT20']
2452,['SLTM']
2453,['FSD1L']
2454,[]
2455,[]
2456,[]
2457,['FCRL2']
2458,['DBT']
2459,[]
2460,[]
2461,['SPIRE1']
2462,[]
2463,['STK17B']
2464,[]
2465,['ENSCSAG00000001885.1']
2466,[]
2467,[]
2468,['F13A1']
2469,[]
2470,[]
2471,[]
2472,[]
2473,[]
2474,['NPR2']
2475,['TSR1']
2476,[]
2477,[]
2478,[]
2479,[]
2480,[]
2481,[]
2482,[]
2483,[]
2484,['CRYGA']
2485,[]
2486,['EIF4ENIF1']
2487,[]
2488,['BRDT']
2489,[]
2490,['SGPP1']
2491,['RIBC1']
2492,[]
2493,[]
2494,[]
2495,[]
2496,['PRKCI']
2497,[]
2498,[]
2499,[]
2500,['POGLUT1']
2501,[]
2502,[]
2503,[]
2504,[]
2505,['CADM3']
2506,['TTLL4']
2507,[]
2508,[]
2509,[]
2510,[]
2511,['C12orf29']
2512,['TUBGCP2']
2513,[]
2514,['NPRL3']
2515,[]
2516,['NIPSNAP3A']
2517,['FATE1']
2518,"['ANKRD18B', 'ENSCSAG00000009025.1']"
2519,[]
2520,['GIMAP8']
2521,[]
2522,[]
2523,[]
2524,[]
2525,[]
2526,[]
2527,[]
2528,[]
2529,[]
2530,['ENSCSAG00000003373.1']
2531,['FOXP4']
2532,[]
2533,[]
2534,[]
2535,[]
2536,[]
2537,[]
2538,[]
2539,['ENSCSAG00000018262.1']
2540,[]
2541,[]
2542,['MAST3']
2543,['PRG4']
2544,[]
2545,['GCNT7']
2546,['PROC']
2547,[]
2548,[]
2549,[]
2550,[]
2551,[]
2552,['AEN']
2553,[]
2554,['CS']
2555,[]
2556,['KDF1']
2557,['KIF21B']
2558,[]
2559,['CARS2']
2560,['COLEC10']
2561,[]
2562,[]
2563,['ENSCSAG00000018118.1']
2564,['SMCO3']
2565,[]
2566,[]
2567,['BST2']
2568,['ENSCSAG00000011660.1']
2569,[]
2570,[]
2571,[]
2572,[]
2573,[]
2574,['HADH']
2575,['TNFSF10']
2576,[]
2577,['RGS8']
2578,[]
2579,[]
2580,[]
2581,['RPS15']
2582,[]
2583,[]
2584,[]
2585,['CKAP2L']
2586,['SCRG1']
2587,[]
2588,['SENP6']
2589,['BICDL1']
2590,[]
2591,[]
2592,['SCNN1B']
2593,['GCNT3']
2594,['VWA8']
2595,[]
2596,['CAT']
2597,[]
2598,[]
2599,['FAM168A']
2600,[]
2601,[]
2602,[]
2603,[]
2604,['ENSCSAG00000003536.1']
2605,[]
2606,[]
2607,['NLN']
2608,[]
2609,['DSG2']
2610,[]
2611,['ENSCSAG00000006127.1']
2612,[]
2613,[]
2614,['DLGAP5']
2615,['FBXW12']
2616,['TYR']
2617,['SLC7A4']
2618,[]
2619,[]
2620,['CHN1']
2621,[]
2622,[]
2623,[]
2624,[]
2625,[]
2626,['GALE']
2627,[]
2628,[]
2629,[]
2630,"['ENSCSAG00000004449.1', 'ENSCSAG00000019253.1']"
2631,[]
2632,['RNF133']
2633,['SLC5A2']
2634,[]
2635,[]
2636,[]
2637,[]
2638,[]
2639,[]
2640,[]
2641,[]
2642,[]
2643,['ENSCSAG00000018740.1']
2644,[]
2645,[]
2646,['ZBTB21']
2647,[]
2648,[]
2649,[]
2650,[]
2651,['CHP1']
2652,['ENSCSAG00000017705.1']
2653,[]
2654,[]
2655,[]
2656,['KATNBL1']
2657,[]
2658,[]
2659,[]
2660,['MX1']
2661,[]
2662,['HOXC5']
2663,[]
2664,[]
2665,[]
2666,[]
2667,['CEP152']
2668,[]
2669,[]
2670,[]
2671,['RANBP3L']
2672,[]
2673,['CACNG8']
2674,['CREB3L3']
2675,['ENSCSAG00000004898.1']
2676,['AIPL1']
2677,[]
2678,['ENSCSAG00000016191.1']
2679,[]
2680,['HEMGN']
2681,['ZNF107']
2682,['COCH']
2683,['ENSCSAG00000004935.1']
2684,[]
2685,[]
2686,['RAD54L2']
2687,['ZNF681']
2688,['SYNJ1']
2689,['PPP1R13B']
2690,[]
2691,[]
2692,[]
2693,[]
2694,[]
2695,[]
2696,['ENSCSAG00000018304.1']
2697,[]
2698,[]
2699,[]
2700,['SUCLG2']
2701,[]
2702,[]
2703,[]
2704,['ENSCSAG00000000698.1']
2705,['SYCE1']
2706,[]
2707,['SPATA6L']
2708,['BNIPL']
2709,[]
2710,[]
2711,[]
2712,['DYNC1LI1']
2713,[]
2714,['LRRC6']
2715,[]
2716,['IFT52']
2717,[]
2718,['GRB2']
2719,[]
2720,[]
2721,[]
2722,['PMCH']
2723,[]
2724,['COX16']
2725,['ENSCSAG00000010306.1']
2726,['ZNF430']
2727,[]
2728,['CEP295']
2729,['EIF1AD']
2730,['ZNF70']
2731,['UTP15']
2732,"['ENSCSAG00000001451.1', 'ENSCSAG00000001452.1']"
2733,[]
2734,['SPON2']
2735,[]
2736,[]
2737,['GBF1']
2738,['KLF10']
2739,[]
2740,['TBXAS1']
2741,['SMIM23']
2742,['SLC22A23']
2743,['INSRR']
2744,['NCK2']
2745,['ENSCSAG00000004266.1']
2746,[]
2747,['SERPINB7']
2748,[]
2749,['BMP2']
2750,[]
2751,[]
2752,[]
2753,[]
2754,['USP30']
2755,[]
2756,['CLDN12']
2757,['L1TD1']
2758,['SLC39A11']
2759,[]
2760,[]
2761,['PROC']
2762,[]
2763,[]
2764,[]
2765,['ENSCSAG00000017860.1']
2766,[]
2767,['TAF1D']
2768,['YY1']
2769,['MFSD14A']
2770,['OLFML1']
2771,[]
2772,['PHAX']
2773,[]
2774,[]
2775,[]
2776,[]
2777,['C7orf26']
2778,['PLCL1']
2779,[]
2780,['DYRK1A']
2781,['ABCF1']
2782,['DLL4']
2783,[]
2784,[]
2785,[]
2786,[]
2787,[]
2788,[]
2789,['RRNAD1']
2790,[]
2791,['ENSCSAG00000015042.1']
2792,['TSGA10IP']
2793,['ITM2B']
2794,[]
2795,['FETUB']
2796,['CLDN7']
2797,['ENSCSAG00000019078.1']
2798,[]
2799,[]
2800,['ENSCSAG00000015410.1']
2801,[]
2802,[]
2803,['CACNG3']
2804,['ITGA9']
2805,[]
2806,[]
2807,['PKNOX2']
2808,[]
2809,['MARCKS']
2810,[]
2811,['MBD3']
2812,['ENSCSAG00000013932.1']
2813,['GMNN']
2814,[]
2815,['TRIM69']
2816,['C1orf174']
2817,['TIMM22']
2818,[]
2819,[]
2820,['ENSCSAG00000016163.1']
2821,['ING3']
2822,[]
2823,['PRSS35']
2824,[]
2825,[]
2826,[]
2827,['RAB17']
2828,[]
2829,[]
2830,['PARVA']
2831,[]
2832,['LATS1']
2833,['GNAL']
2834,[]
2835,['C14orf180']
2836,[]
2837,['FGFR3']
2838,[]
2839,['ENSCSAG00000011884.1']
2840,['CPXCR1']
2841,[]
2842,[]
2843,['NFX1']
2844,['ZNF736']
2845,['HNMT']
2846,[]
2847,['IL2RA']
2848,['ARHGAP18']
2849,['WDR72']
2850,['ENSCSAG00000011562.1']
2851,[]
2852,['CTPS2']
2853,[]
2854,[]
2855,['TOM1L2']
2856,['IDE']
2857,[]
2858,[]
2859,[]
2860,[]
2861,[]
2862,['RAD54B']
2863,[]
2864,['EIF1B']
2865,[]
2866,[]
2867,['RBM17']
2868,['CDC27']
2869,['BRD1']
2870,['G3BP1']
2871,[]
2872,['SPCS3']
2873,[]
2874,[]
2875,['ENSCSAG00000011099.1']
2876,['KIF27']
2877,[]
2878,[]
2879,[]
2880,[]
2881,['FBXO41']
2882,['CDC73']
2883,[]
2884,['JUP']
2885,['LSMEM2']
2886,['FNDC1']
2887,[]
2888,[]
2889,['MBD3']
2890,['ENSCSAG00000008976.1']
2891,['PRR9']
2892,[]
2893,[]
2894,[]
2895,[]
2896,[]
2897,[]
2898,[]
2899,[]
2900,[]
2901,[]
2902,['CD79B']
2903,['TSEN2']
2904,[]
2905,[]
2906,['BHLHE23']
2907,[]
2908,['SYCN']
2909,[]
2910,['ZNF550']
2911,['CHI3L1']
2912,['CNP']
2913,"['ENSCSAG00000018327.1', 'ENSCSAG00000019477.1']"
2914,['FAM20A']
2915,[]
2916,[]
2917,['ENSCSAG00000004642.1']
2918,[]
2919,[]
2920,[]
2921,['ENSCSAG00000018917.1']
2922,[]
2923,['SMCHD1']
2924,['PDE7B']
2925,['BDP1']
2926,[]
2927,[]
2928,[]
2929,['MORF4L2']
2930,[]
2931,[]
2932,[]
2933,['CLHC1']
2934,['RAB3GAP2']
2935,['GAB1']
2936,['UPF3A']
2937,[]
2938,['FYTTD1']
2939,['LTN1']
2940,[]
2941,['C1orf21']
2942,[]
2943,[]
2944,[]
2945,[]
2946,[]
2947,[]
2948,['ZRSR2']
2949,[]
2950,['FAM13C']
2951,['CDCA8']
2952,[]
2953,[]
2954,[]
2955,['UPF3A']
2956,['TRMT13']
2957,['CNTN1']
2958,['NAA38']
2959,['CNTRL']
2960,[]
2961,['ENSCSAG00000002601.1']
2962,['CCDC149']
2963,[]
2964,['CPLANE1']
2965,[]
2966,['TCEANC']
2967,[]
2968,['CTAGE1']
2969,[]
2970,[]
2971,[]
2972,[]
2973,[]
2974,['KIF14']
2975,['RDH11']
2976,[]
2977,['FRRS1']
2978,[]
2979,[]
2980,[]
2981,[]
2982,[]
2983,['CBLC']
2984,[]
2985,[]
2986,[]
2987,[]
2988,['NTS']
2989,['SIAH2']
2990,[]
2991,[]
2992,['PSIP1']
2993,['ENSCSAG00000019014.1']
2994,['TNP1']
2995,['JPH4']
2996,['SRRM4']
2997,[]
2998,[]
2999,[]
3000,['GHRH']
3001,['CCDC24']
3002,[]
3003,[]
3004,[]
3005,['ZNF614']
3006,[]
3007,[]
3008,['MARK1']
3009,[]
3010,['SLC5A1']
3011,[]
3012,[]
3013,[]
3014,[]
3015,['SAP30L']
3016,[]
3017,['PAIP2B']
3018,[]
3019,['KRAS']
3020,[]
3021,[]
3022,[]
3023,[]
3024,['N4BP1']
3025,['RIBC1']
3026,['RNF17']
3027,['CCDC8']
3028,[]
3029,['WRAP53']
3030,['GIGYF2']
3031,['LILRA4']
3032,['FAM3C']
3033,['TOR1AIP2']
3034,['SAC3D1']
3035,[]
3036,[]
3037,['PPP1R1C']
3038,['CFLAR']
3039,[]
3040,[]
3041,[]
3042,['EIF1AY']
3043,['EIF1AX']
3044,['TIPARP']
3045,['ATG5']
3046,[]
3047,[]
3048,[]
3049,[]
3050,[]
3051,[]
3052,[]
3053,['CDK14']
3054,[]
3055,[]
3056,[]
3057,['BDP1']
3058,[]
3059,[]
3060,['SMPD2']
3061,[]
3062,['ZNF638']
3063,[]
3064,['HTR3A']
3065,['RGS16']
3066,"['GK3P', 'GK']"
3067,['ZNF841']
3068,['SPARCL1']
3069,[]
3070,['DIAPH3']
3071,['CD200']
3072,['NRGN']
3073,['EEF1E1']
3074,['LYZL6']
3075,[]
3076,[]
3077,['TKT']
3078,[]
3079,[]
3080,[]
3081,[]
3082,['MBD4']
3083,['CDH3']
3084,[]
3085,['HERC5']
3086,"['ENSCSAG00000013884.1', 'ENSCSAG00000019016.1', 'ENSCSAG00000019419.1', 'ENSCSAG00000018939.1', 'ENSCSAG00000019510.1']"
3087,[]
3088,[]
3089,['DRC7']
3090,[]
3091,[]
3092,[]
3093,[]
3094,[]
3095,[]
3096,[]
3097,[]
3098,['ZNF791']
3099,['SLIT2']
3100,['NECTIN1']
3101,['MYL1']
3102,[]
3103,[]
3104,['KIF20A']
3105,['TGM2']
3106,[]
3107,[]
3108,['FICD']
3109,['CEP131']
3110,[]
3111,[]
3112,[]
3113,[]
3114,[]
3115,['NMB']
3116,[]
3117,[]
3118,['FLNA']
3119,['FPGS']
3120,['CASKIN1']
3121,[]
3122,['RHOF']
3123,['DISP3']
3124,['PDGFC']
3125,['SPATA5L1']
3126,[]
3127,['NUAK2']
3128,['ENSCSAG00000011198.1']
3129,['TMOD1']
3130,['MKNK2']
3131,['CCDC122']
3132,['UBE2S']
3133,['HOOK3']
3134,[]
3135,[]
3136,['ENSCSAG00000019456.1']
3137,[]
3138,['HOXD10']
3139,['IKZF3']
3140,[]
3141,[]
3142,[]
3143,[]
3144,[]
3145,['GABRR3']
3146,['ZNF14']
3147,['MARS1']
3148,['PAXBP1']
3149,[]
3150,['LMO7']
3151,[]
3152,[]
3153,['NDEL1']
3154,['ATR']
3155,['SYF2']
3156,['ENSCSAG00000013967.1']
3157,[]
3158,[]
3159,[]
3160,[]
3161,['ENSCSAG00000019314.1']
3162,['FAM3B']
3163,[]
3164,['INTS9']
3165,['MASP1']
3166,[]
3167,[]
3168,['ZNF703']
3169,[]
3170,['NAA11']
3171,['PLAGL1']
3172,[]
3173,[]
3174,['CYTH3']
3175,['AGBL2']
3176,['CHRNG']
3177,[]
3178,[]
3179,[]
3180,['ENSCSAG00000018449.1']
3181,[]
3182,['FAM151B']
3183,[]
3184,['SLC20A1']
3185,[]
3186,['ANKRD66']
3187,[]
3188,['TAX1BP1']
3189,[]
3190,['ACADM']
3191,[]
3192,[]
3193,[]
3194,['ENSCSAG00000012931.1']
3195,['GNPDA2']
3196,[]
3197,[]
3198,[]
3199,[]
3200,['EXOG']
3201,['RBM45']
3202,[]
3203,['DPY19L1']
3204,['REPIN1']
3205,[]
3206,[]
3207,['UNC119']
3208,['DNAJC27']
3209,['HNMT']
3210,[]
3211,['USO1']
3212,['CDH1']
3213,['MND1']
3214,[]
3215,[]
3216,['USP35']
3217,['ENSCSAG00000007940.1']
3218,['NXPH4']
3219,['SRSF5']
3220,[]
3221,['CCDC61']
3222,['NGEF']
3223,['RAB38']
3224,['NTHL1']
3225,[]
3226,['NFXL1']
3227,['PROZ']
3228,['RNASE11']
3229,['TLL1']
3230,['ZNF677']
3231,['IPO9']
3232,['ZNF780B']
3233,['CDADC1']
3234,['PARP11']
3235,[]
3236,[]
3237,['BRF1']
3238,[]
3239,['DCC']
3240,[]
3241,['C9orf135']
3242,[]
3243,[]
3244,['SFI1']
3245,['SMARCC1']
3246,['THG1L']
3247,['NGRN']
3248,[]
3249,[]
3250,['DHX36']
3251,[]
3252,['C1orf185']
3253,[]
